0.18517667055130005	0.0015113389385805931	0.1846073567867279
0.16810861229896545	0.0006426287562499056	0.1678580790758133
0.14995542168617249	0.00033856072237085753	0.14982199668884277
0.13024166226387024	0.00019712081167654104	0.13015106320381165
0.10844604671001434	0.00012869817006730955	0.10837028175592422
0.08463644236326218	8.70833699218565e-05	0.0844903215765953
0.05966189503669739	6.541376136965483e-05	0.059604912996292114
0.03636278584599495	5.263818832645484e-05	0.0363139770925045
0.018121549859642982	4.2106967086965596e-05	0.018081003800034523
0.007059189956635237	3.674381105156499e-05	0.007026436273008585
0.0021129727829247713	3.757316338351302e-05	0.0020846943370997906
0.0005205367342568934	3.990694776575765e-05	0.00046320492401719093
0.00010138164361706004	3.553585601366649e-05	7.35470894142054e-05
1.8320366507396102e-05	3.683403489731063e-05	7.864804501878098e-06
8.578910637879744e-06	4.342926427852945e-05	5.804746479043388e-07
5.215334113017889e-06	4.50756680993436e-05	4.715545287581335e-08
4.274440016160952e-06	5.6600628145133666e-05	2.4717067503843282e-08
2.3037821392790647e-06	4.441532807277326e-05	9.341416529196067e-09
1.0342878340452444e-05	5.987362369523908e-05	1.0557135610156365e-08
2.8531214866234222e-06	7.445701402048144e-05	1.486981471288118e-08
7.132968562473252e-07	6.0283465429620265e-05	6.023884058237172e-09
9.792665878194384e-07	5.4928365045725513e-05	7.329300721892196e-09
5.599528094535344e-07	5.5585921804777174e-05	1.2788701209132114e-09
1.3985133591631893e-05	3.8873897499343004e-05	1.6447506467898165e-08
4.676929165725596e-06	4.419188984684297e-05	5.003308878315238e-09
1.373001668980578e-05	5.345370965414986e-05	1.6680463232887632e-08
1.300483381783124e-05	3.6054460421155456e-05	1.8887694963609647e-08
8.895509608919383e-07	4.224491675472564e-05	5.569973371422066e-09
1.3679691335255484e-07	5.0114267070284766e-05	1.853427654407991e-11
5.274623617879115e-07	2.864205195123759e-05	7.853309114125295e-10
2.1402570382633712e-07	4.3078205825395346e-05	4.845391310404068e-10
2.263726400997257e-06	2.96373817411677e-05	1.5326215296873613e-10
4.3153289652764215e-07	3.339804649613143e-05	3.4823000039096996e-10
1.6476256803343858e-07	3.5299180079846334e-05	1.2006998173497152e-10
3.540235638865852e-06	2.191100541153901e-05	6.683578603755569e-12
2.5753607246770116e-07	3.350480140397849e-05	2.779754759707487e-10
8.628685463918373e-06	2.1004684634249315e-05	3.776726043014378e-09
5.819666171191784e-07	2.4497316331917318e-05	2.992770614662632e-11
8.765929351284285e-07	2.015639594105778e-05	2.6459531787814683e-10
2.775721895886818e-06	4.207929938843336e-05	1.2721492748113405e-09
1.7121723772106634e-07	2.95925834760169e-05	3.5351337857036924e-08
1.292545164233161e-07	2.7403203051790116e-05	4.2797311376220615e-13
2.91174728772603e-07	1.5024743273102104e-05	1.0963080443460171e-10
1.1532996722962707e-05	1.793441703256349e-05	6.056843027124614e-09
8.649319624964846e-07	3.336984695437195e-05	2.465617487956706e-09
1.4161892067932058e-06	1.7327760112664236e-05	7.859866535397941e-09
8.272021290167686e-08	2.7364456964136253e-05	6.402080199308102e-09
1.4744964573765174e-06	2.9638856877056696e-05	2.9472044360545624e-08
2.780866736884491e-07	3.7805216222039915e-05	2.2230566276704167e-09
3.3606912097638997e-07	2.6848037280444713e-05	4.213094716848387e-12
1.7724355529935565e-06	2.688741050178578e-05	5.617967757665099e-10
2.2997352289166884e-07	1.893724819396425e-05	2.0925257360193683e-10
1.4492547961708624e-06	2.1273202121392388e-05	2.2983612790739016e-09
3.728122464963235e-06	1.9932168288292473e-05	1.6849051931444592e-08
7.148306394810788e-06	3.2230493999350074e-05	6.3355742874193766e-09
9.044005366831698e-08	1.3429257502366453e-05	2.1573969000154847e-10
1.6372853224311257e-06	3.639829174687748e-05	6.701366128680775e-10
2.399059485469479e-05	5.502699417121448e-05	1.2377910252325819e-08
5.142359441379085e-06	1.5864598904826722e-05	3.630814746080624e-11
8.69357350552491e-08	3.635413340354887e-05	4.947631887519677e-11
3.588728577597067e-05	1.5278827322475764e-05	7.233133536566072e-11
2.9001500934100477e-07	1.8030649585050184e-05	3.832530647007726e-12
1.3175720425806503e-07	1.1723276648467617e-05	1.5640630457447458e-10
8.235377890741802e-07	2.755066534607664e-05	1.4450397822773908e-10
4.236686072545126e-05	1.6111661063078486e-05	1.6488840848261077e-10
1.987098585232161e-05	9.54870945243158e-06	9.083462280956578e-12
1.8768761265164358e-06	2.5466716173134783e-05	2.5297842043414676e-08
4.068690486747073e-07	1.2755401594404247e-05	7.830269765918274e-10
1.8808901813827106e-07	1.0089893144566986e-05	9.197692607543217e-10
1.2026326601244364e-07	2.5457018571302113e-05	1.4539448638106744e-11
9.620949015243241e-08	1.9400009900110148e-05	3.513111329622731e-11
3.061834661366447e-07	3.7626411077127384e-05	1.7496357695989673e-09
1.3434362244879594e-07	2.7191085823830008e-05	1.9512919925690486e-12
2.2930281318167545e-07	4.034140952398957e-05	3.0038080911509724e-09
3.500796026401076e-07	3.69032834685612e-05	4.559197464004683e-10
8.072904165601358e-06	3.06043593182892e-05	6.113327177814654e-09
2.3189116404864762e-07	2.8696451165899363e-05	2.8169705457159466e-10
5.898673194337789e-08	1.3053083307639213e-05	3.8215237181324357e-13
2.6183943191426806e-07	3.33030337350948e-05	5.491637700139052e-10
7.788819402776426e-07	1.2275337653022689e-05	2.202530158257332e-09
2.2759360263080453e-07	1.4237685533302625e-05	5.0378718974286585e-09
1.3254189923372905e-07	8.987503584663158e-06	8.006875162891447e-10
3.150886840330713e-08	1.3262694970848088e-05	8.521091818258775e-12
1.7102456695283763e-07	4.7002132763296343e-05	5.027108729294127e-10
2.0380412024678662e-07	2.0374887885239444e-05	1.3777023966099478e-10
2.0604376516075718e-07	1.5382030628643406e-05	2.840585988650446e-09
7.909817156814825e-08	9.563982707376795e-06	3.9383822592053974e-11
2.3874477506069525e-07	1.2676980060604138e-05	1.8324532169433638e-10
5.003755063626159e-07	2.4163643954366876e-05	9.908560777427411e-11
5.379002132599453e-08	1.1407449287048621e-05	2.2448227304794344e-11
1.841806493985132e-07	8.38459288559079e-06	1.4333853114861794e-12
5.246132559477701e-07	6.115789326408105e-05	3.002630089010694e-10
9.648418597407726e-08	4.8640818959739815e-05	3.6202912889748973e-10
6.424477305699838e-06	1.845672927117903e-05	2.031291801429802e-11
1.699272615951486e-06	1.3806727142622322e-05	1.4946914816960089e-09
6.570469679445523e-08	1.0785381428064512e-05	1.6454344397426324e-12
1.2838209784149512e-07	1.9961086083526423e-05	2.2715796257899434e-11
9.101266300604038e-07	1.0654559806511088e-05	4.0308751891871e-09
1.053385716431876e-07	1.2314752835465015e-05	4.74519642329474e-12
4.452400048648997e-07	7.147568136502969e-06	4.972112565421183e-12
7.105763444315016e-08	2.2015355320945672e-05	9.560794517193827e-11
7.328505944315111e-06	1.2004926756503664e-05	1.2830498816174263e-11
7.607508933915597e-08	1.1929469316811491e-05	3.5438742218563135e-11
8.011920016315344e-08	4.228102915718068e-05	2.3469004517551184e-11
2.2662388232674857e-07	2.7367748602316056e-05	3.8043540540044773e-10
0.00012135588622186333	4.435954802076481e-05	1.1293574075921242e-08
3.477752034086734e-05	1.7918192435786297e-05	1.431489522474294e-07
9.874369766293967e-08	3.503589371845806e-05	8.128470119217468e-11
1.6575603467572364e-06	1.3610063466131805e-05	9.68524593858433e-10
1.5794260832535656e-07	2.405905608810599e-05	2.1931316485090946e-10
4.9759080866351724e-05	1.301416301416225e-05	9.749237506184727e-08
2.0567544822824857e-07	1.7396171692780626e-05	1.6057544183212258e-10
2.028540535548018e-07	1.2607894129033071e-05	1.605045651942305e-09
3.034275550817256e-06	7.159795689943848e-06	8.481850777286581e-10
5.475300781654369e-07	8.456350464314255e-06	1.0015867024648628e-09
1.521765966572275e-07	1.2197078106339632e-05	1.1293932802858286e-11
2.1876094535855373e-07	1.3147629398559958e-05	5.190631258145117e-10
8.807372182673134e-07	3.531746782513778e-05	9.217192981081368e-11
2.4712011281735613e-07	8.903480498645422e-06	1.0086406154741212e-09
3.4974092955053493e-07	4.038375455337473e-05	2.23523421993832e-09
2.429352434774046e-07	1.7384445596206887e-05	7.971975510279172e-12
0.00021727479179389775	1.1777750910368922e-05	1.4027820571804739e-11
1.140189851867035e-05	2.3741286715335263e-05	2.794844390641149e-11
7.161112591802521e-08	2.37480504553389e-05	7.100702664741831e-11
4.116124728170689e-06	1.5305505245066796e-05	1.2473435617721407e-08
2.2648721653695247e-07	1.688416043403862e-05	1.6764231114407835e-09
9.129169598054432e-08	6.790916595349472e-06	1.0878847822581861e-10
9.885682317190003e-08	3.615855686632585e-05	2.2524467013784744e-10
4.075728838870418e-07	2.2539252332052228e-05	1.9027264208659744e-09
9.065769859262218e-07	5.678009980272236e-06	1.4012917215477927e-10
8.600556355986555e-08	5.22576339037073e-06	1.8690879399763105e-10
2.405222687684727e-07	4.892557610602921e-06	1.4212873499647172e-12
3.102729237980384e-07	3.618168069692729e-05	8.213642266330368e-11
1.817196846332081e-07	1.9259207467356987e-05	5.318672238741051e-11
4.2947351630573394e-07	1.5648756270252307e-05	1.018489979853765e-12
4.78202366593905e-08	2.8582966512473718e-05	6.430916910105111e-11
3.633221012933063e-08	8.969376988119394e-06	3.1265417338444124e-11
4.218658773424977e-07	7.347945581983595e-06	5.113324208494419e-10
1.9641080939436506e-07	1.0349937003582e-05	1.877945368655709e-11
2.764012378975167e-07	9.88650996440299e-06	2.3502960688759345e-10
8.229560080508236e-06	1.252481727568977e-05	9.452689297972938e-09
6.125857794359035e-07	2.2686075232982715e-05	4.0027484105031874e-10
2.008480987569783e-05	2.3561584659859135e-05	9.935333622479448e-08
4.2860143878442614e-08	1.2508432171998152e-05	5.011799135423711e-12
2.9286013614182593e-07	1.0065031092238997e-05	4.2127160093663463e-10
1.1010995848437233e-07	6.1831323297667495e-06	1.623707557296683e-10
8.218014045269229e-06	1.3024063575599598e-05	2.138860200062709e-09
0.00021133929840289056	1.4676045085018075e-05	1.5780576498314325e-11
9.83142285804206e-07	2.3394807241388094e-05	1.436661123399574e-09
4.513964995567221e-06	1.936535388495031e-05	1.0022309027135634e-07
4.9102084176411154e-08	3.072609458051545e-05	1.311782626967073e-11
4.0612692941977e-07	7.5778135938264765e-06	1.7988304179539227e-08
7.40193542014822e-08	6.583146024716768e-06	4.1093316249796175e-11
2.8483808023338497e-07	9.098990923490647e-06	3.4288341055344063e-09
2.3256612280420086e-07	2.3278911472317533e-05	1.6458612250858096e-10
1.0776323478012273e-07	3.9563461060829754e-05	4.68098837469455e-10
2.7630667318589985e-06	1.4613905356242186e-05	1.2157967077541798e-08
9.563841558701824e-06	3.702938074710005e-06	1.6552940351743928e-08
5.431068075267831e-07	2.5604009659083714e-05	4.810379872211001e-10
